,name,corner,opponent,event,outcome,method,Round,Time,Significant_strikes,Total_strikes,KDs,TDs,Sub_Atts,Reversals,Control_time,Sig_Str_head,Sig_Str_body,Sig_Str_leg,Sig_Str_distance,Sig_Str_clinch,Sig_Str_ground
103,Brendan Allen,blue,Karl Roberson,UFC 261: Usman vs. Masvidal 2,W,Submission,ROUND: 1,TIME: 4:55,9 of 16,15 of 22,0,2 of 2,1,0,3:16,4 of 11,1 of 1,4 of 4,9 of 16,0 of 0,0 of 0
104,Pat Sabatini,red,Tristan Connelly,UFC 261: Usman vs. Masvidal 2,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,26 of 45,73 of 98,1,1 of 5,1,0,9:58,18 of 36,7 of 7,1 of 2,11 of 27,4 of 6,11 of 12
105,Tristan Connelly,blue,Pat Sabatini,UFC 261: Usman vs. Masvidal 2,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,19 of 50,87 of 125,0,1 of 1,0,0,1:20,10 of 41,6 of 6,3 of 3,14 of 42,4 of 6,1 of 2
106,Danaa Batgerel,red,Kevin Natividad,UFC 261: Usman vs. Masvidal 2,W,KO/TKO,ROUND: 1,TIME: 0:50,7 of 15,8 of 16,1,0 of 0,0,0,0:04,7 of 15,0 of 0,0 of 0,3 of 8,0 of 0,4 of 7
107,Kevin Natividad,blue,Danaa Batgerel,UFC 261: Usman vs. Masvidal 2,L,KO/TKO,ROUND: 1,TIME: 0:50,3 of 8,3 of 8,0,0 of 0,0,0,0:00,1 of 5,2 of 3,0 of 0,3 of 8,0 of 0,0 of 0
108,Kazula Vargas,red,Rong Zhu,UFC 261: Usman vs. Masvidal 2,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,96 of 176,111 of 192,0,0 of 1,1,1,1:10,50 of 121,29 of 34,17 of 21,94 of 174,1 of 1,1 of 1
109,Rong Zhu,blue,Kazula Vargas,UFC 261: Usman vs. Masvidal 2,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,42 of 105,49 of 114,0,3 of 4,0,0,2:44,40 of 101,2 of 4,0 of 0,40 of 100,0 of 0,2 of 5
110,Aori Qileng,red,Jeff Molina,UFC 261: Usman vs. Masvidal 2,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,116 of 258,125 of 269,0,3 of 4,0,0,2:00,77 of 214,33 of 38,6 of 6,111 of 248,5 of 10,0 of 0
111,Jeff Molina,blue,Aori Qileng,UFC 261: Usman vs. Masvidal 2,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,189 of 356,210 of 378,2,0 of 1,0,0,0:43,167 of 328,18 of 22,4 of 6,178 of 345,10 of 10,1 of 1
112,Na Liang,red,Ariane Carnelossi,UFC 261: Usman vs. Masvidal 2,L,KO/TKO,ROUND: 2,TIME: 1:28,19 of 27,36 of 47,0,3 of 4,1,2,2:48,13 of 21,6 of 6,0 of 0,10 of 17,7 of 7,2 of 3
113,Ariane Carnelossi,blue,Na Liang,UFC 261: Usman vs. Masvidal 2,W,KO/TKO,ROUND: 2,TIME: 1:28,24 of 32,91 of 113,0,0 of 0,0,3,2:36,23 of 31,0 of 0,1 of 1,6 of 11,5 of 5,13 of 16
114,Robert Whittaker,red,Kelvin Gastelum,UFC Fight Night: Whittaker vs. Gastelum,W,Decision - Unanimous,ROUND: 5,TIME: 5:00,150 of 284,169 of 303,0,4 of 7,0,0,4:19,115 of 241,13 of 19,22 of 24,138 of 265,5 of 7,7 of 12
115,Kelvin Gastelum,blue,Robert Whittaker,UFC Fight Night: Whittaker vs. Gastelum,L,Decision - Unanimous,ROUND: 5,TIME: 5:00,62 of 209,70 of 218,0,1 of 5,0,0,0:26,42 of 185,7 of 10,13 of 14,59 of 203,3 of 6,0 of 0
116,Andrei Arlovski,red,Chase Sherman,UFC Fight Night: Whittaker vs. Gastelum,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,105 of 222,109 of 226,0,0 of 0,0,0,0:39,54 of 154,26 of 39,25 of 29,103 of 217,2 of 5,0 of 0
117,Chase Sherman,blue,Andrei Arlovski,UFC Fight Night: Whittaker vs. Gastelum,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,88 of 192,99 of 203,0,0 of 0,0,0,0:00,55 of 154,16 of 20,17 of 18,84 of 187,4 of 5,0 of 0
118,Abdul Razak Alhassan,red,Jacob Malkoun,UFC Fight Night: Whittaker vs. Gastelum,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,21 of 47,32 of 59,0,0 of 0,0,0,0:02,11 of 33,9 of 12,1 of 2,14 of 38,5 of 6,2 of 3
119,Jacob Malkoun,blue,Abdul Razak Alhassan,UFC Fight Night: Whittaker vs. Gastelum,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,27 of 55,91 of 135,0,8 of 24,2,0,11:41,24 of 51,2 of 3,1 of 1,18 of 37,3 of 9,6 of 9
120,Tracy Cortez,red,Justine Kish,UFC Fight Night: Whittaker vs. Gastelum,W,Decision - Split,ROUND: 3,TIME: 5:00,66 of 112,84 of 138,0,3 of 5,1,0,6:26,40 of 78,19 of 24,7 of 10,39 of 73,7 of 7,20 of 32
121,Justine Kish,blue,Tracy Cortez,UFC Fight Night: Whittaker vs. Gastelum,L,Decision - Split,ROUND: 3,TIME: 5:00,55 of 119,72 of 140,1,0 of 1,0,0,0:38,30 of 86,8 of 14,17 of 19,50 of 111,4 of 6,1 of 2
122,Luis Pena,red,Alexander Munoz,UFC Fight Night: Whittaker vs. Gastelum,W,Decision - Split,ROUND: 3,TIME: 5:00,90 of 195,90 of 195,0,0 of 0,0,0,0:03,74 of 171,12 of 19,4 of 5,88 of 186,2 of 9,0 of 0
123,Alexander Munoz,blue,Luis Pena,UFC Fight Night: Whittaker vs. Gastelum,L,Decision - Split,ROUND: 3,TIME: 5:00,80 of 169,82 of 172,0,4 of 9,0,0,2:21,40 of 110,20 of 38,20 of 21,77 of 163,3 of 6,0 of 0
124,Alexandr Romanov,red,Juan Espino,UFC Fight Night: Whittaker vs. Gastelum,W,Decision - Split,ROUND: 3,TIME: 1:05,32 of 53,53 of 77,0,2 of 4,0,0,5:41,23 of 44,4 of 4,5 of 5,8 of 20,6 of 6,18 of 27
125,Juan Espino,blue,Alexandr Romanov,UFC Fight Night: Whittaker vs. Gastelum,L,Decision - Split,ROUND: 3,TIME: 1:05,12 of 22,44 of 56,0,4 of 5,0,0,2:55,8 of 17,2 of 2,2 of 3,7 of 17,4 of 4,1 of 1
126,Jessica Penne,red,Loopy Godinez,UFC Fight Night: Whittaker vs. Gastelum,W,Decision - Split,ROUND: 3,TIME: 5:00,31 of 87,98 of 158,0,1 of 7,0,0,4:30,19 of 63,12 of 24,0 of 0,29 of 82,2 of 5,0 of 0
127,Loopy Godinez,blue,Jessica Penne,UFC Fight Night: Whittaker vs. Gastelum,L,Decision - Split,ROUND: 3,TIME: 5:00,40 of 74,68 of 106,0,3 of 9,0,0,4:10,31 of 63,7 of 8,2 of 3,37 of 68,3 of 4,0 of 2
128,Bartosz Fabinski,red,Gerald Meerschaert,UFC Fight Night: Whittaker vs. Gastelum,L,Submission,ROUND: 1,TIME: 2:00,6 of 13,16 of 23,0,1 of 1,0,0,0:13,2 of 9,4 of 4,0 of 0,2 of 9,4 of 4,0 of 0
129,Gerald Meerschaert,blue,Bartosz Fabinski,UFC Fight Night: Whittaker vs. Gastelum,W,Submission,ROUND: 1,TIME: 2:00,8 of 10,12 of 14,0,0 of 0,1,1,1:26,7 of 9,1 of 1,0 of 0,5 of 7,3 of 3,0 of 0
130,Austin Hubbard,red,Dakota Bush,UFC Fight Night: Whittaker vs. Gastelum,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,67 of 115,126 of 181,0,1 of 1,0,2,6:42,32 of 76,10 of 12,25 of 27,49 of 91,2 of 3,16 of 21
131,Dakota Bush,blue,Austin Hubbard,UFC Fight Night: Whittaker vs. Gastelum,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,41 of 104,54 of 122,0,1 of 6,0,1,1:31,17 of 59,6 of 20,18 of 25,41 of 104,0 of 0,0 of 0
132,Tony Gravely,red,Anthony Birchak,UFC Fight Night: Whittaker vs. Gastelum,W,KO/TKO,ROUND: 2,TIME: 1:31,39 of 75,61 of 105,2,4 of 6,0,0,4:34,31 of 65,5 of 6,3 of 4,17 of 33,1 of 5,21 of 37
133,Anthony Birchak,blue,Tony Gravely,UFC Fight Night: Whittaker vs. Gastelum,L,KO/TKO,ROUND: 2,TIME: 1:31,18 of 45,30 of 59,0,0 of 1,1,1,0:27,11 of 34,4 of 8,3 of 3,11 of 36,3 of 5,4 of 4
134,Marvin Vettori,red,Kevin Holland,UFC Fight Night: Vettori vs. Holland,W,Decision - Unanimous,ROUND: 5,TIME: 5:00,24 of 64,152 of 250,0,11 of 17,1,0,20:01,22 of 61,2 of 3,0 of 0,15 of 43,2 of 5,7 of 16
135,Kevin Holland,blue,Marvin Vettori,UFC Fight Night: Vettori vs. Holland,L,Decision - Unanimous,ROUND: 5,TIME: 5:00,37 of 103,138 of 214,0,0 of 0,0,0,0:03,24 of 81,5 of 10,8 of 12,31 of 85,6 of 18,0 of 0
136,Arnold Allen,red,Sodiq Yusuff,UFC Fight Night: Vettori vs. Holland,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,21 of 61,26 of 68,1,2 of 5,0,0,5:09,15 of 53,6 of 7,0 of 1,16 of 52,4 of 6,1 of 3
137,Sodiq Yusuff,blue,Arnold Allen,UFC Fight Night: Vettori vs. Holland,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,47 of 113,79 of 164,0,0 of 1,1,0,2:33,24 of 85,12 of 17,11 of 11,29 of 86,18 of 27,0 of 0
138,Sam Alvey,red,Julian Marquez,UFC Fight Night: Vettori vs. Holland,L,Submission,ROUND: 2,TIME: 2:07,29 of 78,29 of 78,0,0 of 0,0,0,0:05,21 of 64,4 of 8,4 of 6,28 of 77,1 of 1,0 of 0
139,Julian Marquez,blue,Sam Alvey,UFC Fight Night: Vettori vs. Holland,W,Submission,ROUND: 2,TIME: 2:07,61 of 100,62 of 101,1,0 of 0,1,0,0:16,46 of 78,15 of 22,0 of 0,41 of 75,1 of 1,19 of 24
140,Nina Nunes,red,Mackenzie Dern,UFC Fight Night: Vettori vs. Holland,L,Submission,ROUND: 1,TIME: 4:48,4 of 7,5 of 8,0,0 of 0,0,0,0:00,2 of 5,1 of 1,1 of 1,4 of 7,0 of 0,0 of 0
141,Mackenzie Dern,blue,Nina Nunes,UFC Fight Night: Vettori vs. Holland,W,Submission,ROUND: 1,TIME: 4:48,12 of 22,31 of 44,0,1 of 2,1,0,4:00,10 of 20,0 of 0,2 of 2,8 of 15,0 of 1,4 of 6
142,Mike Perry,red,Daniel Rodriguez,UFC Fight Night: Vettori vs. Holland,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,61 of 132,65 of 137,0,2 of 4,0,0,2:49,27 of 85,14 of 21,20 of 26,60 of 130,1 of 2,0 of 0
143,Daniel Rodriguez,blue,Mike Perry,UFC Fight Night: Vettori vs. Holland,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,129 of 235,145 of 252,0,0 of 1,0,0,0:00,90 of 191,11 of 14,28 of 30,129 of 235,0 of 0,0 of 0
144,Jim Miller,red,Joe Solecki,UFC Fight Night: Vettori vs. Holland,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,11 of 34,45 of 76,0,0 of 0,0,0,2:03,7 of 26,2 of 4,2 of 4,9 of 31,2 of 2,0 of 1
145,Joe Solecki,blue,Jim Miller,UFC Fight Night: Vettori vs. Holland,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,19 of 42,93 of 146,0,1 of 4,0,0,9:23,12 of 33,2 of 4,5 of 5,18 of 41,1 of 1,0 of 0
146,Scott Holtzman,red,Mateusz Gamrot,UFC Fight Night: Vettori vs. Holland,L,KO/TKO,ROUND: 2,TIME: 1:22,10 of 48,10 of 48,0,0 of 1,0,0,0:00,5 of 34,2 of 6,3 of 8,10 of 48,0 of 0,0 of 0
147,Mateusz Gamrot,blue,Scott Holtzman,UFC Fight Night: Vettori vs. Holland,W,KO/TKO,ROUND: 2,TIME: 1:22,39 of 63,41 of 65,1,2 of 5,0,0,0:50,17 of 38,8 of 10,14 of 15,30 of 52,6 of 6,3 of 5
148,John Makdessi,red,Ignacio Bahamondes,UFC Fight Night: Vettori vs. Holland,W,Decision - Split,ROUND: 3,TIME: 5:00,124 of 232,145 of 257,0,0 of 0,0,0,0:13,72 of 165,33 of 45,19 of 22,109 of 212,15 of 20,0 of 0
149,Ignacio Bahamondes,blue,John Makdessi,UFC Fight Night: Vettori vs. Holland,L,Decision - Split,ROUND: 3,TIME: 5:00,112 of 312,117 of 318,0,0 of 4,0,0,1:14,75 of 268,22 of 25,15 of 19,99 of 297,13 of 15,0 of 0
150,Yorgan De Castro,red,Jarjis Danho,UFC Fight Night: Vettori vs. Holland,L,KO/TKO,ROUND: 1,TIME: 3:02,2 of 11,5 of 15,0,0 of 0,0,0,0:08,2 of 11,0 of 0,0 of 0,2 of 11,0 of 0,0 of 0
151,Jarjis Danho,blue,Yorgan De Castro,UFC Fight Night: Vettori vs. Holland,W,KO/TKO,ROUND: 1,TIME: 3:02,10 of 12,10 of 12,1,0 of 1,0,0,0:40,3 of 4,1 of 2,6 of 6,8 of 10,1 of 1,1 of 1
152,Hunter Azure,red,Jack Shore,UFC Fight Night: Vettori vs. Holland,L,Decision - Split,ROUND: 3,TIME: 5:00,45 of 80,78 of 121,0,0 of 6,1,1,4:02,12 of 37,14 of 19,19 of 24,35 of 64,6 of 11,4 of 5
153,Jack Shore,blue,Hunter Azure,UFC Fight Night: Vettori vs. Holland,W,Decision - Split,ROUND: 3,TIME: 5:00,36 of 57,57 of 84,0,6 of 13,0,1,5:17,24 of 42,4 of 4,8 of 11,27 of 43,6 of 10,3 of 4
154,Luis Saldana,red,Jordan Griffin,UFC Fight Night: Vettori vs. Holland,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,36 of 88,40 of 94,0,0 of 0,1,1,2:18,19 of 67,8 of 10,9 of 11,30 of 79,6 of 9,0 of 0
155,Jordan Griffin,blue,Luis Saldana,UFC Fight Night: Vettori vs. Holland,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,33 of 69,39 of 77,0,4 of 7,2,1,6:18,22 of 55,9 of 11,2 of 3,27 of 60,4 of 6,2 of 3
156,Da-Un Jung,red,William Knight,UFC Fight Night: Vettori vs. Holland,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,28 of 46,73 of 99,0,8 of 9,0,0,12:04,20 of 37,0 of 1,8 of 8,11 of 23,0 of 0,17 of 23
157,William Knight,blue,Da-Un Jung,UFC Fight Night: Vettori vs. Holland,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,17 of 29,38 of 50,0,0 of 3,0,0,0:09,5 of 13,1 of 1,11 of 15,17 of 26,0 of 3,0 of 0
158,Impa Kasanganay,red,Sasha Palatnikov,UFC Fight Night: Vettori vs. Holland,W,Submission,ROUND: 2,TIME: 0:26,13 of 29,21 of 41,0,2 of 6,1,0,2:54,11 of 26,0 of 0,2 of 3,10 of 26,3 of 3,0 of 0
159,Sasha Palatnikov,blue,Impa Kasanganay,UFC Fight Night: Vettori vs. Holland,L,Submission,ROUND: 2,TIME: 0:26,13 of 24,31 of 43,0,0 of 0,0,0,0:56,6 of 16,4 of 4,3 of 4,7 of 16,6 of 8,0 of 0
160,Stipe Miocic,red,Francis Ngannou,UFC 260: Miocic vs. Ngannou,L,KO/TKO,ROUND: 2,TIME: 0:52,12 of 13,12 of 13,0,0 of 1,0,0,0:04,3 of 4,2 of 2,7 of 7,12 of 13,0 of 0,0 of 0
161,Francis Ngannou,blue,Stipe Miocic,UFC 260: Miocic vs. Ngannou,W,KO/TKO,ROUND: 2,TIME: 0:52,36 of 56,38 of 58,2,1 of 2,0,0,0:22,28 of 46,2 of 4,6 of 6,17 of 36,8 of 8,11 of 12
162,Tyron Woodley,red,Vicente Luque,UFC 260: Miocic vs. Ngannou,L,Submission,ROUND: 1,TIME: 3:56,18 of 40,21 of 43,0,0 of 1,0,0,0:22,7 of 27,10 of 12,1 of 1,8 of 28,10 of 12,0 of 0
163,Vicente Luque,blue,Tyron Woodley,UFC 260: Miocic vs. Ngannou,W,Submission,ROUND: 1,TIME: 3:56,25 of 33,41 of 49,0,0 of 0,1,0,2:03,15 of 22,10 of 11,0 of 0,16 of 23,9 of 10,0 of 0
164,Sean O'Malley,red,Thomas Almeida,UFC 260: Miocic vs. Ngannou,W,KO/TKO,ROUND: 3,TIME: 3:52,86 of 149,91 of 157,2,0 of 0,0,0,0:05,41 of 99,24 of 29,21 of 21,83 of 146,2 of 2,1 of 1
165,Thomas Almeida,blue,Sean O'Malley,UFC 260: Miocic vs. Ngannou,L,KO/TKO,ROUND: 3,TIME: 3:52,25 of 71,25 of 71,0,1 of 2,0,0,0:22,9 of 43,3 of 9,13 of 19,23 of 66,0 of 0,2 of 5
166,Gillian Robertson,red,Miranda Maverick,UFC 260: Miocic vs. Ngannou,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,27 of 68,32 of 75,0,2 of 4,1,1,3:29,16 of 52,10 of 14,1 of 2,26 of 67,1 of 1,0 of 0
167,Miranda Maverick,blue,Gillian Robertson,UFC 260: Miocic vs. Ngannou,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,71 of 150,131 of 217,0,3 of 4,0,1,4:40,54 of 125,14 of 20,3 of 5,48 of 125,4 of 4,19 of 21
168,Jamie Mullarkey,red,Khama Worthy,UFC 260: Miocic vs. Ngannou,W,KO/TKO,ROUND: 1,TIME: 0:46,6 of 13,6 of 13,1,0 of 0,0,0,0:04,5 of 11,0 of 0,1 of 2,3 of 9,0 of 0,3 of 4
169,Khama Worthy,blue,Jamie Mullarkey,UFC 260: Miocic vs. Ngannou,L,KO/TKO,ROUND: 1,TIME: 0:46,5 of 10,5 of 10,0,0 of 0,0,0,0:00,3 of 8,0 of 0,2 of 2,5 of 10,0 of 0,0 of 0
170,Alonzo Menifield,red,Fabio Cherant,UFC 260: Miocic vs. Ngannou,W,Submission,ROUND: 1,TIME: 1:11,3 of 3,3 of 3,0,1 of 1,1,0,1:07,3 of 3,0 of 0,0 of 0,3 of 3,0 of 0,0 of 0
171,Fabio Cherant,blue,Alonzo Menifield,UFC 260: Miocic vs. Ngannou,L,Submission,ROUND: 1,TIME: 1:11,0 of 1,0 of 1,0,0 of 0,0,0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
172,Jared Gooden,red,Abubakar Nurmagomedov,UFC 260: Miocic vs. Ngannou,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,43 of 136,111 of 207,0,0 of 0,0,0,0:00,30 of 110,12 of 25,1 of 1,35 of 127,3 of 3,5 of 6
173,Abubakar Nurmagomedov,blue,Jared Gooden,UFC 260: Miocic vs. Ngannou,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,60 of 120,100 of 164,0,1 of 5,0,0,4:18,45 of 105,9 of 9,6 of 6,56 of 115,4 of 5,0 of 0
174,Modestas Bukauskas,red,Michal Oleksiejczuk,UFC 260: Miocic vs. Ngannou,L,Decision - Split,ROUND: 3,TIME: 5:00,58 of 167,62 of 172,0,0 of 1,0,0,0:04,44 of 146,14 of 21,0 of 0,55 of 159,3 of 8,0 of 0
175,Michal Oleksiejczuk,blue,Modestas Bukauskas,UFC 260: Miocic vs. Ngannou,W,Decision - Split,ROUND: 3,TIME: 5:00,56 of 122,77 of 144,0,0 of 2,0,0,1:09,30 of 93,26 of 29,0 of 0,53 of 119,3 of 3,0 of 0
176,Shane Young,red,Omar Morales,UFC 260: Miocic vs. Ngannou,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,46 of 105,59 of 120,0,1 of 5,0,0,3:26,17 of 65,19 of 26,10 of 14,40 of 99,6 of 6,0 of 0
177,Omar Morales,blue,Shane Young,UFC 260: Miocic vs. Ngannou,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,69 of 144,74 of 150,0,2 of 2,0,0,1:27,48 of 120,7 of 10,14 of 14,59 of 133,9 of 10,1 of 1
178,Marc-Andre Barriault,red,Abu Azaitar,UFC 260: Miocic vs. Ngannou,W,KO/TKO,ROUND: 3,TIME: 4:56,141 of 275,190 of 339,1,0 of 1,0,0,6:00,126 of 257,9 of 11,6 of 7,83 of 192,15 of 22,43 of 61
179,Abu Azaitar,blue,Marc-Andre Barriault,UFC 260: Miocic vs. Ngannou,L,KO/TKO,ROUND: 3,TIME: 4:56,108 of 219,142 of 261,0,0 of 3,0,0,2:03,45 of 138,48 of 65,15 of 16,82 of 186,26 of 33,0 of 0
180,Derek Brunson,red,Kevin Holland,UFC Fight Night: Brunson vs. Holland,W,Decision - Unanimous,ROUND: 5,TIME: 5:00,43 of 93,226 of 323,0,6 of 12,1,0,16:55,28 of 74,7 of 10,8 of 9,14 of 43,10 of 10,19 of 40
181,Kevin Holland,blue,Derek Brunson,UFC Fight Night: Brunson vs. Holland,L,Decision - Unanimous,ROUND: 5,TIME: 5:00,36 of 74,190 of 236,0,1 of 1,0,0,1:47,28 of 64,2 of 4,6 of 6,29 of 64,5 of 7,2 of 3
182,Song Kenan,red,Max Griffin,UFC Fight Night: Brunson vs. Holland,L,KO/TKO,ROUND: 1,TIME: 2:20,14 of 24,14 of 24,0,0 of 0,0,0,0:00,5 of 10,5 of 8,4 of 6,14 of 24,0 of 0,0 of 0
183,Max Griffin,blue,Song Kenan,UFC Fight Night: Brunson vs. Holland,W,KO/TKO,ROUND: 1,TIME: 2:20,17 of 28,17 of 28,1,0 of 1,0,0,0:28,11 of 17,2 of 7,4 of 4,16 of 27,0 of 0,1 of 1
184,Cheyanne Buys,red,Montserrat Conejo,UFC Fight Night: Brunson vs. Holland,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,31 of 65,49 of 87,0,0 of 0,0,3,1:04,26 of 60,5 of 5,0 of 0,26 of 56,2 of 2,3 of 7
185,Montserrat Conejo,blue,Cheyanne Buys,UFC Fight Night: Brunson vs. Holland,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,15 of 41,136 of 168,0,4 of 5,2,1,9:53,10 of 35,0 of 1,5 of 5,15 of 41,0 of 0,0 of 0
186,Adrian Yanez,red,Gustavo Lopez,UFC Fight Night: Brunson vs. Holland,W,KO/TKO,ROUND: 3,TIME: 0:27,41 of 103,41 of 103,2,0 of 0,0,0,0:03,32 of 83,8 of 19,1 of 1,41 of 102,0 of 0,0 of 1
187,Gustavo Lopez,blue,Adrian Yanez,UFC Fight Night: Brunson vs. Holland,L,KO/TKO,ROUND: 3,TIME: 0:27,23 of 51,23 of 51,0,0 of 1,0,0,0:00,14 of 40,5 of 7,4 of 4,23 of 51,0 of 0,0 of 0
188,Tai Tuivasa,red,Harry Hunsucker,UFC Fight Night: Brunson vs. Holland,W,KO/TKO,ROUND: 1,TIME: 0:49,14 of 18,14 of 18,1,0 of 0,0,0,0:10,10 of 14,0 of 0,4 of 4,9 of 10,0 of 0,5 of 8
189,Harry Hunsucker,blue,Tai Tuivasa,UFC Fight Night: Brunson vs. Holland,L,KO/TKO,ROUND: 1,TIME: 0:49,2 of 6,2 of 6,0,0 of 0,0,0,0:00,1 of 5,0 of 0,1 of 1,2 of 6,0 of 0,0 of 0
190,Marion Reneau,red,Macy Chiasson,UFC Fight Night: Brunson vs. Holland,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,30 of 63,59 of 93,0,2 of 4,0,0,2:15,14 of 40,7 of 13,9 of 10,25 of 54,5 of 9,0 of 0
191,Macy Chiasson,blue,Marion Reneau,UFC Fight Night: Brunson vs. Holland,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,51 of 138,92 of 184,0,1 of 1,0,1,3:48,29 of 110,15 of 20,7 of 8,36 of 119,13 of 15,2 of 4
192,Leonardo Santos,red,Grant Dawson,UFC Fight Night: Brunson vs. Holland,L,KO/TKO,ROUND: 3,TIME: 4:59,30 of 67,74 of 115,0,1 of 2,0,0,1:21,14 of 45,6 of 10,10 of 12,28 of 65,2 of 2,0 of 0
193,Grant Dawson,blue,Leonardo Santos,UFC Fight Night: Brunson vs. Holland,W,KO/TKO,ROUND: 3,TIME: 4:59,46 of 84,75 of 132,0,1 of 13,0,0,8:18,16 of 48,23 of 27,7 of 9,33 of 68,9 of 11,4 of 5
194,Trevin Giles,red,Roman Dolidze,UFC Fight Night: Brunson vs. Holland,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,27 of 57,43 of 73,0,1 of 2,1,0,1:15,22 of 51,4 of 4,1 of 2,15 of 42,4 of 5,8 of 10
195,Roman Dolidze,blue,Trevin Giles,UFC Fight Night: Brunson vs. Holland,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,32 of 67,75 of 110,0,1 of 3,2,1,4:15,10 of 37,7 of 14,15 of 16,28 of 59,3 of 6,1 of 2
196,Montel Jackson,red,Jesse Strader,UFC Fight Night: Brunson vs. Holland,W,KO/TKO,ROUND: 1,TIME: 1:58,15 of 26,15 of 26,2,0 of 0,0,0,0:16,11 of 22,2 of 2,2 of 2,5 of 12,3 of 4,7 of 10
197,Jesse Strader,blue,Montel Jackson,UFC Fight Night: Brunson vs. Holland,L,KO/TKO,ROUND: 1,TIME: 1:58,14 of 25,14 of 25,0,0 of 0,0,0,0:01,3 of 7,3 of 7,8 of 11,12 of 22,0 of 1,2 of 2
198,Bruno Silva,red,JP Buys,UFC Fight Night: Brunson vs. Holland,W,KO/TKO,ROUND: 2,TIME: 2:56,37 of 61,62 of 89,3,1 of 2,0,0,3:51,29 of 51,4 of 6,4 of 4,26 of 43,1 of 2,10 of 16
199,JP Buys,blue,Bruno Silva,UFC Fight Night: Brunson vs. Holland,L,KO/TKO,ROUND: 2,TIME: 2:56,17 of 56,37 of 76,0,0 of 1,1,0,1:02,8 of 42,4 of 7,5 of 7,15 of 53,2 of 3,0 of 0
200,Leon Edwards,red,Belal Muhammad,UFC Fight Night: Edwards vs. Muhammad,NC,Could Not Continue,ROUND: 2,TIME: 0:18,19 of 39,20 of 40,0,0 of 1,0,0,0:19,10 of 29,5 of 6,4 of 4,19 of 38,0 of 1,0 of 0
201,Belal Muhammad,blue,Leon Edwards,UFC Fight Night: Edwards vs. Muhammad,NC,Could Not Continue,ROUND: 2,TIME: 0:18,8 of 26,14 of 32,0,0 of 0,0,0,0:33,7 of 23,1 of 3,0 of 0,6 of 23,2 of 3,0 of 0
202,Misha Cirkunov,red,Ryan Spann,UFC Fight Night: Edwards vs. Muhammad,L,KO/TKO,ROUND: 1,TIME: 1:11,5 of 18,5 of 18,0,0 of 0,0,0,0:00,5 of 18,0 of 0,0 of 0,5 of 18,0 of 0,0 of 0
203,Ryan Spann,blue,Misha Cirkunov,UFC Fight Night: Edwards vs. Muhammad,W,KO/TKO,ROUND: 1,TIME: 1:11,16 of 29,16 of 29,1,0 of 0,0,0,0:13,14 of 27,2 of 2,0 of 0,4 of 13,0 of 0,12 of 16
204,Dan Ige,red,Gavin Tucker,UFC Fight Night: Edwards vs. Muhammad,W,KO/TKO,ROUND: 1,TIME: 0:22,1 of 4,1 of 4,1,0 of 0,0,0,0:01,1 of 4,0 of 0,0 of 0,1 of 4,0 of 0,0 of 0
205,Gavin Tucker,blue,Dan Ige,UFC Fight Night: Edwards vs. Muhammad,L,KO/TKO,ROUND: 1,TIME: 0:22,1 of 1,1 of 1,0,0 of 0,0,0,0:00,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0
